T,P,S,PT,Y,BAI,DBH,H,Hc,SMx,t60,t300,L16,L17
B721,B7,B,AB,2004,5.316668044,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2005,2.662490349,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2006,3.554297397,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2007,14.26644976,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2008,13.31799037,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2009,5.140399564,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2010,7.729448901,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2011,8.657949752,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2012,3.885835953,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2013,6.748844737,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2014,8.068904271,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2015,7.308802211,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2016,11.7875698,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2017,8.413235392,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B721,B7,B,AB,2018,6.062909397,42,20.8,38.9423076923077,186,0,0,,2876.48026315789
B722,B7,B,AB,1973,12.87801661,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1974,9.82615098,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1975,7.702691957,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1976,9.263190143,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1977,12.38488395,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1978,14.45811519,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1979,12.44663824,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1980,17.01793201,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1981,7.773151597,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1982,9.843567969,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1983,6.930174323,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1984,7.410341627,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1985,8.698064748,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1986,4.0178928,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1987,4.601302264,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1988,7.382994063,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1989,6.944930384,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1990,5.572230323,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1991,4.654583676,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1992,2.564306154,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1993,7.126027492,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1994,6.797250396,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1995,5.170634251,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1996,6.598400148,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1997,9.341962437,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1998,8.072586217,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,1999,7.624268379,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2000,12.20437118,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2001,17.46186732,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2002,9.690682363,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2003,14.48928607,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2004,7.951889369,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2005,4.783875921,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2006,9.596422017,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2007,10.00597574,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2008,9.922908892,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2009,0,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2010,3.980423025,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2011,5.23406929,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2012,2.621190972,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2013,6.627708066,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2014,6.770911283,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2015,4.272566009,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2016,7.305258495,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2017,5.808855082,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B722,B7,B,AB,2018,3.668937255,40.3,21.6,43.0555555555556,170,0,0,,2876.48026315789
B727,B7,B,AB,1973,0.630831805,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1974,0.773802545,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1975,1.037278496,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1976,1.186164855,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1977,1.464962353,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1978,1.041698717,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1979,0.971056864,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1980,1.340354222,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1981,0.751066839,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1982,0.610672205,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1983,0.716383656,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1984,0.57669588,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1985,0.453960138,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1986,0.189035913,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1987,0.671323793,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1988,0.828346877,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1989,0.487286153,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1990,0.611969683,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1991,0.893468951,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1992,0.885187712,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1993,0.450520094,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1994,0.773230775,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1995,0.658581493,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1996,0.439467972,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1997,0.49366987,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1998,0.633433044,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,1999,0.370871296,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,2000,0.425136026,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,2001,0.688385782,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B727,B7,B,AB,2002,0.716028656,5.6,4.8,58.3333333333333,29,2,0,,2876.48026315789
B733,B7,B,AB,1974,7.040422234,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1975,7.140174084,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1976,6.084071165,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1977,7.499437195,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1978,7.30731938,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1979,7.464031446,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1980,7.805817877,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1981,2.99240156,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1982,5.659139342,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1983,4.590507752,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1984,5.001415505,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1985,6.435125294,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1986,4.773414418,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1987,4.744408093,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1988,5.297504329,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1989,7.238314297,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1990,5.330871185,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1991,3.178487518,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1992,4.594437884,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1993,4.288248839,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1994,4.246380834,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1995,6.177687484,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1996,6.504746129,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1997,6.006722012,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1998,4.449098383,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,1999,4.054225319,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2000,6.615528111,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2001,5.175890136,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2002,4.923061042,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2003,3.658010796,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2004,2.591964736,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2005,1.082388625,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2006,3.473143776,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2007,6.624239747,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2008,8.003015648,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2009,4.585481204,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2010,3.938994843,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2011,4.630280315,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2012,3.00009532,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2013,4.066075407,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2014,3.402391968,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2015,3.871425468,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2016,6.488692591,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B733,B7,B,AB,2017,4.453634843,24.5,17.7,40.6779661016949,69,2,0,,2876.48026315789
B735,B7,B,AB,1973,0.514131063,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1974,0.319660194,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1975,0.493858365,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1976,0.198247063,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1977,0.248374315,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1978,0.124422777,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1979,0.174455782,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1980,0.274766835,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1981,0.200307948,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1982,0.175599321,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1983,0.100480699,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1984,0.201262992,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1985,0.176434985,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1986,0.126213485,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1987,0.354233421,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1988,0.355464926,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1989,0.203675735,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1990,0.485341507,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1991,0.564808094,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1992,0.361006695,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1993,0.20684246,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B735,B7,B,AB,1994,0.155395739,8.25,5.8,22.4137931034483,21,0,0,,2876.48026315789
B737,B7,B,AB,1973,7.391602027,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1974,4.985019532,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1975,8.923832163,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1976,7.228050714,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1977,6.062252804,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1978,11.41076717,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1979,15.8493098,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1980,16.84041003,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1981,16.58030501,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1982,11.35919479,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1983,7.633617759,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1984,11.27813227,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1985,4.752123844,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1986,3.266662599,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1987,5.670750669,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1988,4.180847211,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1989,2.943782272,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1990,2.861111261,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1991,2.777837065,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1992,0.897364526,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1993,1.167513219,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1994,2.248202243,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1995,1.891524662,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1996,1.172332423,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1997,1.534652303,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1998,0.542075529,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,1999,0.813537409,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2000,0.99501465,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2001,0.814668382,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2002,0.996396951,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2003,0.634466628,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2004,0.634774504,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2005,0,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2006,2.178707072,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2007,3.274846448,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2008,3.73960424,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2009,2.468434171,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2010,3.298370693,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2011,4.778689152,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2012,2.026867616,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2013,3.323252107,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2014,3.702052783,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2015,2.690274595,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2016,3.812508039,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2017,3.26293667,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B737,B7,B,AB,2018,4.206514023,29.8,19.9,25.1256281407035,50,0,0,,2876.48026315789
B745,B7,B,AB,1973,1.283412856,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1974,1.288697014,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1975,1.651871408,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1976,1.705470121,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1977,2.212551449,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1978,2.455795544,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1979,1.280588564,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1980,2.160633489,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1981,1.849769754,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1982,1.347369399,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1983,0.978979961,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1984,1.63779079,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1985,2.589222125,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1986,1.515202703,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1987,2.42815267,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1988,2.492589877,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1989,2.170761984,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1990,2.183485434,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1991,1.413876915,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1992,0.782331969,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1993,0.685859942,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1994,0,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1995,0.490653941,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1996,0.540445043,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1997,1.576526592,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1998,1.285665378,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,1999,0.644425476,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2000,0.695184189,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2001,0.596852339,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2002,0.647611051,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2003,0.548807962,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2004,0.799623295,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2005,0,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2006,0.600773046,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2007,0.852643954,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2008,1.15646738,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2009,0.655125741,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2010,0.605673931,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2011,0.657167776,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2012,0.303666346,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2013,0.354563288,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2014,0.354871165,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2015,0.456715315,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2016,1.067648272,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2017,0.560350174,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B745,B7,B,AB,2018,0.612158178,16.25,12.4,58.0645161290323,66,0,0,,2876.48026315789
B759,B7,B,AB,1976,10.64229591,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1977,12.64059074,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1978,13.35269555,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1979,10.67739378,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1980,13.96144196,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1981,6.346064284,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1982,12.44731996,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1983,8.734416117,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1984,8.883720308,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1985,11.48707018,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1986,6.734635313,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1987,7.512176353,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1988,8.731086029,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1989,6.602474793,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1990,6.95231941,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1991,5.55855497,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1992,8.313659471,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1993,5.929127815,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1994,7.492371753,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1995,6.856601365,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1996,6.213818941,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1997,9.246011914,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1998,9.738067005,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,1999,5.955696264,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,2000,12.4172078,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
B759,B7,B,AB,2001,10.67131166,38,23.5,30.6382978723404,120,0,0,,2876.48026315789
